host_response_time;host_response_rate;host_is_superhost;host_listings_count;street;neighbourhood;neighbourhood_cleansed;;;;;;;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
within an hour;100%;t;6.0;Rio, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio;Rio de Janeiro;22071-110;Rio De Janeiro;Rio, Brazil;BR;Brazil;-2.298.630.130.756.570;-4.319.707.824.115.810;t;Serviced apartment;Entire home/apt;5;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";;$308.00;;;$342.00;$120.00;2;$21.00;1;420;yesterday;t;26;50;80;255;15/04/2018;236;07/01/2012;11/04/2018;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;t;f;6;3.09;2018;4;;;;;;;;;;
a few days or more;0%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22450-130;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.448.796.128.200;-4.323.067.691.137.370;f;Apartment;Private room;2;1.0;1.0;2.0;Pull-out Sofa;"{Wifi,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";0.0;$410.00;;;$342.00;$51.00;1;$0.00;2;8;12 months ago;t;28;58;88;363;14/04/2018;13;22/02/2012;12/08/2016;86.0;9.0;10.0;10.0;9.0;10.0;7.0;f;;;f;f;strict;f;f;1;0.17;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-110;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.490.375.114.110;-4.319.538.874.348.200;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you"",""Paid parking on premises""}";;$256.00;;;$1,025.00;$154.00;2;$683.00;2;120;3 weeks ago;t;5;35;65;221;14/04/2018;12;22/01/2013;13/02/2018;97.0;9.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.19;2018;4;;;;;;;;;;
within a day;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;;Itanhangá;;;;;;;;Rio de Janeiro;Rio de Janeiro;22641-681;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.985.087.803.450.000;-4.330.055.768.107.100;t;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Washer,Essentials,""Hair dryer"",Iron}";0.0;$201.00;;;;$50.00;2;$0.00;2;120;4 months ago;t;30;60;90;365;15/04/2018;2;15/07/2014;01/03/2018;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;2;0.04;2018;4;;;;;;;;;;
within a few hours;100%;f;1.0;Copacabana, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Copacabana;Rio de Janeiro;22071-100;Rio De Janeiro;Copacabana, Brazil;BR;Brazil;-2.298.026.529.884.030;-4.319.254.657.523.170;t;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Front desk/doorperson"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";;$106.00;$856.00;$3,424.00;$1,370.00;$171.00;2;$68.00;3;365;4 days ago;t;25;25;55;145;15/04/2018;129;08/03/2011;30/03/2018;87.0;9.0;8.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;1;1.49;2018;4;;;;;;;;;;
within an hour;100%;f;9.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22070-011;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.981.519.259.702.500;-4.319.018.479.326.130;t;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Long term stays allowed""}";;$109.00;;;$0.00;$100.00;2;$188.00;4;1125;a week ago;t;1;1;1;125;14/04/2018;5;24/06/2014;28/07/2017;88.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;f;f;9;0.11;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.982.383.750.259.600;-4.319.366.318.041.830;t;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";;$305.00;$2,363.00;$8,527.00;;;4;$342.00;5;180;a week ago;t;4;34;64;231;15/04/2018;83;14/03/2011;26/02/2018;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;1;0.96;2018;4;;;;;;;;;;
within a few hours;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.118.716.565.720;-4.319.372.670.447.490;f;Apartment;Entire home/apt;12;4.0;4.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,Iron,""Laptop friendly workspace""}";3122.0;$379.00;;;$2,105.00;$379.00;6;$76.00;2;365;2 days ago;t;16;43;73;348;14/04/2018;101;31/07/2011;04/03/2018;86.0;9.0;9.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;f;f;1;1.24;2018;4;;;;;;;;;;
within an hour;100%;t;6.0;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;;;;;;;Rio de Janeiro;Rio de Janeiro;20241-263;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.928.748.692.491.000;-4.319.341.175.995.500;t;Bed and breakfast;Private room;16;5.0;7.0;10.0;Real Bed;"{Internet,Wifi,""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Wide entryway""}";0.0;$168.00;$1,182.00;$3,800.00;;;2;$42.00;1;30;a week ago;t;17;30;55;319;15/04/2018;161;22/02/2012;01/04/2018;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;;;f;f;moderate;f;f;6;2.15;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22061-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.976.775.053.963.900;-43.192.082.152.445.300;f;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,Elevator,""Family/kid friendly"",Washer}";;$201.00;$1,400.00;;;$150.00;1;$200.00;2;6;41 months ago;t;30;60;90;365;14/04/2018;5;08/10/2011;08/12/2014;80.0;8.0;8.0;10.0;9.0;10.0;9.0;f;;;f;f;moderate;f;f;1;0.06;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;;;;;;;Rio de Janeiro;Rio de Janeiro;20241-050;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.291.788.629.684.080;-4.318.059.101.849.660;t;Villa;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";151.0;$400.00;;;;;1;$0.00;2;10;today;t;15;37;47;47;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;2;;2018;4;;;;;;;;;;
within an hour;100%;f;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Lapa;Centro;;;;;;;;Rio de Janeiro;Rio de Janeiro;20230-026;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.291.431.201.768.760;-4.318.884.415.499.850;t;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}";194.0;$79.00;;;$0.00;$150.00;2;$50.00;7;365;4 days ago;t;29;59;89;363;15/04/2018;76;07/04/2011;25/03/2018;95.0;10.0;9.0;10.0;10.0;8.0;9.0;f;;;f;f;strict;f;f;2;0.89;2018;4;;;;;;;;;;
within a few hours;100%;f;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Gávea;Gávea;;;;;;;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.762.875.012.061;-4.323.145.352.664.380;t;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Host greets you""}";;$140.00;$1,403.00;$4,509.00;$0.00;$120.00;2;$25.00;5;90;today;t;27;57;74;164;15/04/2018;18;05/03/2013;26/03/2018;92.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.29;2018;4;;;;;;;;;;
;;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;;;;;;;Rio de Janeiro;Rio de Janeiro;20241-263;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.925.194.298.131.000;-4.319.118.336.151.660;t;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Suitable for events"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";;$68.00;$768.00;$2,220.00;$683.00;$102.00;1;$38.00;2;60;3 months ago;t;30;60;90;365;14/04/2018;12;13/12/2012;10/02/2016;94.0;9.0;7.0;9.0;10.0;9.0;8.0;f;;;t;f;moderate;t;t;2;0.18;2018;4;;;;;;;;;;
within a day;100%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22031-070;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.924.906.222.340;-4.318.283.457.669.380;t;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""Hair dryer"",Iron,""Bed linens"",""Extra pillows and blankets""}";;$280.00;$1,820.00;$6,386.00;;$171.00;1;$0.00;3;60;3 weeks ago;t;29;59;89;351;14/04/2018;20;22/11/2012;19/02/2017;93.0;10.0;8.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;4;0.3;2018;4;;;;;;;;;;
within a few hours;100%;f;3.0;Copacabana, Rio de Janeiro, Brazil;Ipanema;Copacabana;;;;;;;;Copacabana;Rio de Janeiro;22081;Rio De Janeiro;Copacabana, Brazil;BR;Brazil;-22.985.487.643.358.000;-4.319.294.505.091.860;f;Apartment;Entire home/apt;2;1.0;1.0;1.0;Futon;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""High chair"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",""Handheld shower head""}";;$239.00;$1,600.00;$6,000.00;$0.00;$0.00;2;$80.00;2;730;5 days ago;t;28;58;88;363;14/04/2018;0;;;;;;;;;;f;;;t;f;strict;f;f;2;;2018;4;;;;;;;;;;
within an hour;100%;f;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22440-033;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.826.973.909.695;-4.321.908.031.793.640;t;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront,Beachfront}";646.0;$301.00;;;$330.00;$130.00;2;$20.00;2;90;4 days ago;t;15;45;75;328;14/04/2018;41;15/08/2011;06/03/2018;89.0;9.0;9.0;9.0;9.0;10.0;8.0;f;;;t;f;strict;f;f;7;0.51;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.973.522.022.744.800;-43.382.417.058.065.600;f;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";;$512.00;$1,195.00;$5,123.00;$0.00;$0.00;1;$171.00;1;90;9 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;flexible;f;f;1;;2018;4;;;;;;;;;;
within a day;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;;Campo Grande;;;;;;;;Rio de Janeiro;Rio de Janeiro;23068;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.288.756.433.675.860;-435.941.334.568.168;f;Townhouse;Entire home/apt;5;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Dog(s),Cat(s),""Free street parking"",""Family/kid friendly"",""Suitable for events"",""First aid kit"",""Safety card"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water""}";;$171.00;$269.00;$1,090.00;$0.00;$0.00;4;$45.00;1;60;4 weeks ago;t;27;57;87;362;15/04/2018;3;07/09/2016;25/03/2018;73.0;9.0;7.0;9.0;9.0;8.0;9.0;f;;;t;f;flexible;f;f;1;0.15;2018;4;;;;;;;;;;
within an hour;100%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22410-090;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.386.039.967.810;-4.321.383.479.718.010;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Host greets you""}";;$301.00;;;;;1;$0.00;2;90;3 months ago;t;30;60;90;365;14/04/2018;2;17/09/2017;15/01/2018;70.0;7.0;6.0;10.0;9.0;8.0;7.0;f;;;f;f;strict;f;f;1;0.29;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Flamengo;Flamengo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22250-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.294.103.019.897.890;-4.317.617.189.796.830;f;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";;$376.00;;;;;1;$0.00;2;365;20 months ago;t;0;0;0;0;15/04/2018;38;25/04/2011;24/08/2016;91.0;8.0;8.0;9.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.45;2018;4;;;;;;;;;;
within an hour;100%;f;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22060-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.700.229.152.730;-43.190.410.197.540.000;t;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access""}";;$161.00;;;$350.00;$130.00;3;$30.00;2;89;today;t;18;45;72;324;14/04/2018;40;04/11/2011;22/03/2018;92.0;9.0;9.0;9.0;9.0;10.0;9.0;f;;;t;f;strict;f;f;7;0.51;2018;4;;;;;;;;;;
within an hour;100%;f;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22050-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.550.267.771.820;-4.318.864.613.001.930;f;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}";;$181.00;;;$350.00;$120.00;2;$20.00;2;89;5 days ago;t;14;42;72;331;15/04/2018;24;22/01/2013;27/03/2018;91.0;9.0;10.0;10.0;9.0;10.0;9.0;f;;;t;f;strict;f;f;7;0.38;2018;4;;;;;;;;;;
within an hour;100%;f;3.0;Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;;22441-090;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.667.861.455.310;-4.322.171.052.846.170;f;Apartment;Entire home/apt;4;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$485.00;;;$1,000.00;$300.00;3;$100.00;3;1125;5 months ago;t;30;60;90;90;14/04/2018;27;05/10/2012;13/01/2018;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;f;3;0.4;2018;4;;;;;;;;;;
within an hour;100%;f;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22061-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.975.492.395.229.900;-4.318.836.222.258.920;f;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",Waterfront,Beachfront}";377.0;$250.00;;;$330.00;$130.00;3;$30.00;2;90;today;t;24;54;84;338;15/04/2018;23;30/12/2012;27/03/2018;94.0;9.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;7;0.36;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Laranjeiras;Laranjeiras;;;;;;;;Rio de Janeiro;Rio de Janeiro;22245-070;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.942.861.911.945.900;-4.319.356.424.986.630;f;House;Private room;1;;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,Pool,Kitchen,""Washer / Dryer"",Breakfast,Washer,Dryer}";;$308.00;$2,260.00;$3,938.00;;;1;$171.00;1;30;74 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;flexible;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;t;2.0;Rio de janeiro , Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de janeiro ;Rio de Janeiro;22421020;Rio De Janeiro;Rio de janeiro , Brazil;BR;Brazil;-22.982.700.395.511.600;-432.003.992.517.707;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Bathtub with bath chair"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you""}";0.0;$154.00;;;$342.00;$68.00;1;$17.00;3;21;4 weeks ago;t;29;59;89;364;14/04/2018;155;06/01/2012;01/04/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;t;t;2;2.03;2018;4;;;;;;;;;;
